id	entrezgene	genesymbol	nucleotidegi	ensemblgene	unigene	proteingi	go	BMDM_Trif-null_Unstimulated_0000___Female	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Male	BMDM_Trif-null_PAM3_0720_Poly-IC_0720_Female	BMDM_Trif-null_Leishmania-amazonensis_0720___Female	BMDM_Trif-null_Leishmania-amazonensis_0360___Female	BMDM_Trif-null_Leishmania-amazonensis_0060___Female	BMDM_MyD88-Trif-null_salmonella.wt_0720___Female	BMDM_MyD88-Trif-null_salmonella.wt_0480___Female	BMDM_MyD88-Trif-null_salmonella.wt_0240___Female	BMDM_MyD88-Trif-null_____Male	BMDM_MyD88-Trif-null_Poly-IC_1440___Male	BMDM_MyD88-Trif-null_Poly-IC_0720___Male	BMDM_MyD88-Trif-null_Poly-IC_0240___Male	BMDM_MyD88-Trif-null_MCMV_1440___Male	BMDM_MyD88-Trif-null_MCMV_0720___Male	BMDM_MyD88-Trif-null_MCMV_0240___Male	BMDM_IRF3-null_____Female	BMDM_IRF3-null_Poly-IC_0720___Female	BMDM_IRF3-null_PAM3_0720___Female	BMDM_IRF3-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF3-null_LPS_0720___Female	BMDM_IRF1-null_____Male	BMDM_IRF1-null_____Female	BMDM_IRF1-null_Poly-IC_0720___Male	BMDM_IRF1-null_Poly-IC_0720___Female	BMDM_IRF1-null_Poly-IC_0240___Female	BMDM_IRF1-null_PAM3_0720___Male	BMDM_IRF1-null_PAM3_0720___Female	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Male	BMDM_IRF1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IRF1-null_PAM3_0240___Female	BMDM_IRF1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IRF1-null_MCMV_0720___Male	BMDM_IRF1-null_LPS_0720___Male	BMDM_IRF1-null_LPS_0720___Female	BMDM_IRF1-null_LPS_0240___Female	BMDM_IRF1-null_Ifn-gamma_1020___Female	BMDM_IRF1-null_Ifn-gamma_1020_PAM3_0720_Female	BMDM_IRF1-null_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_IRF1-null_Ifn-gamma_0720___Male	BMDM_IRF1-null_Ifn-gamma_0720___Female	BMDM_IRF1-null_Ifn-gamma_0540_PAM3_0240_Female	BMDM_IRF1-null_Ifn-gamma_0240___Female	BMDM_IFNAR1-null_____Female	BMDM_IFNAR1-null_Poly-IC_0720___Female	BMDM_IFNAR1-null_Poly-IC_0240___Female	BMDM_IFNAR1-null_PAM3_0720___Female	BMDM_IFNAR1-null_PAM3_0720_Poly-IC_0720_Female	BMDM_IFNAR1-null_PAM3_0240___Female	BMDM_IFNAR1-null_PAM3_0240_Poly-IC_0240_Female	BMDM_IFNAR1-null_LPS_0720___Female	BMDM_IFNAR1-null_LPS_0240___Female	BMDM_Dicer-fl/fl_____Male	BMDM_Dicer-fl/fl_LPS_0360___Male	BMDM_Dicer-fl/fl-LyszCre+/-_____Male	BMDM_Dicer-fl/fl-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/fl-LyszCre+/-_LPS_0360___Male	BMDM_Dicer-fl/+-LyszCre+/-_____Male	BMDM_Dicer-fl/+-LyszCre+/-_Unstimulated_0000___Male	BMDM_Dicer-fl/+-LyszCre+/-_LPS_0360___Male	BMDM_Cebp/d-null_Unstimulated_0000___Female	BMDM_Cebp/d-null_Poly-IC_0720___Female	BMDM_Cebp/d-null_Poly-IC_0240___Female	BMDM_Cebp/d-null_PAM3_0720___Female	BMDM_Cebp/d-null_PAM3_0240___Female	BMDM_Cebp/d-null_PAM3_0060___Female	BMDM_Cebp/d-null_LPS_0720___Female	BMDM_Cebp/d-null_LPS_0240___Female	BMDM_Cebp/d-null_LPS_0060___Female	BMDM_CD200-null_Unstimulated_0000___Female	BMDM_CD200-null_Leishmania-major_0360___Female	BMDM_CD200-null_Leishmania-major_0060___Female	BMDM_CD200-null_Leishmania-amazonensis_0360___Female	BMDM_CD200-null_Leishmania-amazonensis_0060___Female	BMDM_Bl6_salmonella.wt_0720___Female	BMDM_Bl6_salmonella.wt_0480___Female	BMDM_Bl6_salmonella.wt_0240___Female	BMDM_Bl6_____Male	BMDM_Bl6_Unstimulated_0240___Female	BMDM_Bl6_Unstimulated_0000___Male	BMDM_Bl6_Unstimulated_0000___Female	BMDM_Bl6_Poly-IC_1440___Male	BMDM_Bl6_Poly-IC_0720___Male	BMDM_Bl6_Poly-IC_0720___Female	BMDM_Bl6_Poly-IC_0240___Male	BMDM_Bl6_Poly-IC_0240___Female	BMDM_Bl6_PR8-influenza_0720___Female	BMDM_Bl6_PAM3_0720___Female	BMDM_Bl6_PAM3_0720_Poly-IC_0720_Female	BMDM_Bl6_PAM3_0240___Female	BMDM_Bl6_PAM3_0240_Poly-IC_0240_Female	BMDM_Bl6_PAM3_0060___Female	BMDM_Bl6_MCMV_1440___Male	BMDM_Bl6_MCMV_0720___Male	BMDM_Bl6_MCMV_0240___Male	BMDM_Bl6_Listeria_0720___Female	BMDM_Bl6_Listeria_0480___Female	BMDM_Bl6_Listeria_0240___Female	BMDM_Bl6_Leishmania-major_0360___Female	BMDM_Bl6_Leishmania-major_0060___Female	BMDM_Bl6_Leishmania-amazonensis_0720___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Male	BMDM_Bl6_Leishmania-amazonensis_0360___Female	BMDM_Bl6_Leishmania-amazonensis_0060___Male	BMDM_Bl6_Leishmania-amazonensis_0060___Female	BMDM_Bl6_LPS_0720___Female	BMDM_Bl6_LPS_0240___Female	BMDM_Bl6_LPS_0180___Female	BMDM_Bl6_LPS_0120___Female	BMDM_Bl6_LPS_0060___Female	BMDM_Bl6_Ifn-gamma_1440___Female	BMDM_Bl6_Ifn-gamma_1440_Estradiol_1440_Female	BMDM_Bl6_Ifn-gamma_1020___Female	BMDM_Bl6_Ifn-gamma_1020_PAM3_0720_Female	BMDM_Bl6_Ifn-gamma_1020_CpG-B_0720_Female	BMDM_Bl6_Ifn-gamma_0720___Male	BMDM_Bl6_Ifn-gamma_0720___Female	BMDM_Bl6_Ifn-gamma_0540_PAM3_0240_Female	BMDM_Bl6_Ifn-gamma_0240___Female	BMDM_Bl6_Ifn-beta_1440___Female	BMDM_Bl6_Harlan-Substance-A_1440___Female	BMDM_Bl6_Harlan-Substance-A_1080___Female	BMDM_Bl6_Harlan-Substance-A_0720___Female	BMDM_Bl6_Harlan-Substance-A_0480___Female	BMDM_Bl6_Harlan-Substance-A_0360___Female	BMDM_Bl6_Harlan-Substance-A_0240___Female	BMDM_Bl6_FliCProfect_0720___Female	BMDM_Bl6_FliCProfect_0240___Female	BMDM_Bl6_FlgEProfect_0720___Female	BMDM_Bl6_FlgEProfect_0240___Female	BMDM_Bl6_EtOH_1440___Female	BMDM_Bl6_Estradiol_1440___Female	BMDM_Bl6_Estradiol_1440_Ifn-gamma_1440_Female
13798_at	13798	En1		ENSMUSG00000058665	Mm.2657	NP_034263	GO:0003677|GO:0003700|GO:0005249|GO:0005634|GO:0006355|GO:0006813|GO:0007275|GO:0008076|GO:0009953|GO:0009954|GO:0030182|GO:0030326|GO:0030901|GO:0030902|GO:0030917|GO:0035115|GO:0043473|GO:0043565|GO:0045449|GO:0048666	7.237366	7.578668	7.699297	7.444304	7.376713	7.190525	7.496205	7.228378	7.333193	6.660159	7.135219	6.988412	6.985501	7.260323	7.221759	7.080289	7.622391	7.925347	7.211600	7.604270	7.497937	8.160206	7.168039	8.195634	7.699581	7.539176	7.529297	7.188504	7.722114	7.316413	7.715198	7.688530	7.637242	7.948283	7.544328	7.696517	7.539146	7.490649	7.964512	7.257182	7.448533	7.723375	7.454194	7.310671	8.019631	7.213374	7.417716	7.099444	7.309503	7.502649	7.588173	7.406481	7.852910	7.727559	7.430824	7.285325	8.078154	7.690110	7.103643	7.883914	7.015606	7.073317	7.045365	7.266124	7.266807	7.414150	7.001587	7.193352	7.159144	7.754298	7.754197	7.196823	7.746427	7.452652	7.442034	7.477657	7.378428	6.708194	7.067232	7.217993	7.468590	7.003676	7.107922	7.272142	7.059852	7.221000	7.180874	6.895336	7.347949	7.176307	7.610807	6.840913	6.883050	7.147203	6.858109	7.288940	7.643163	7.276763	7.250269	7.761870	7.336924	7.448855	7.505802	7.430475	7.807616	7.172133	7.319551	7.543417	7.469089	6.930346	6.925366	7.267986	7.125401	7.357957	7.159854	7.603896	7.430137	7.821520	7.523793	6.976881	7.304176	7.522244	7.642692	7.597237	7.179049	7.116856	7.353207	7.233225	7.749177	7.342099	7.205789	7.073325	6.948218
13799_at	13799	En2		ENSMUSG00000039095	Mm.4298	NP_034264	GO:0003677|GO:0003700|GO:0005634|GO:0006355|GO:0007275|GO:0030182|GO:0030901|GO:0030902|GO:0043565|GO:0045449|GO:0048666	5.608581	5.317596	6.413488	5.503893	5.460438	5.546413	5.646748	5.372024	5.735474	5.515319	5.826686	5.464213	5.716603	5.787546	5.783488	6.889457	5.828854	6.286225	5.804092	6.138630	5.737731	6.573969	5.634084	7.318702	6.386353	6.202779	6.062081	6.088971	6.153997	5.610279	5.857355	5.595055	6.604128	6.294512	6.264197	5.938432	6.197684	6.141808	6.732024	8.418021	5.436748	6.295633	6.197484	5.783865	6.452697	5.525121	6.270497	5.726742	5.575949	6.011802	5.965713	5.650358	5.625176	6.069486	5.792103	5.619031	6.227118	6.132607	5.378012	6.092321	5.427957	5.566533	5.854148	5.843678	5.807279	5.629758	5.676661	5.253972	5.987564	6.027711	5.693648	5.388454	5.939281	5.532363	6.058864	6.003053	5.668017	5.237738	6.101431	5.666944	5.577592	5.887850	5.766162	6.194519	6.626860	7.182047	5.890018	5.519388	5.775720	5.801430	6.009078	5.646690	5.153401	5.866345	6.975158	5.427529	5.864125	5.357459	5.747732	5.597822	5.697797	6.176958	5.887004	5.737538	5.450127	6.384622	6.079647	5.703416	5.940943	5.774317	5.317549	5.844148	5.889040	6.018822	6.380476	5.697486	6.008856	6.150420	5.986506	5.240945	6.015784	5.564635	6.141461	6.021089	5.326594	5.640398	5.596434	5.636868	5.963320	5.537946	5.865017	5.422081	5.452289
13805_at	13805	Eng		ENSMUSG00000026814	Mm.225297	NP_031958	GO:0001525|GO:0005488|GO:0005515|GO:0005615|GO:0007155|GO:0007507|GO:0016020|GO:0016021|GO:0017015	9.905332	11.642016	11.771293	9.748913	9.959602	9.962920	9.929229	9.855865	10.080464	10.005459	11.179884	11.653312	10.334522	11.247016	11.565783	10.516026	10.273222	12.002009	10.029247	11.699056	10.631258	9.515757	9.828992	11.136928	11.343459	10.740054	9.339936	9.545575	11.461217	11.698088	9.807128	11.031832	11.072307	11.058624	11.211194	10.816087	9.047915	9.706026	9.890698	9.430317	9.355719	10.372717	10.112517	9.808509	9.501782	9.870187	9.396221	9.449765	9.714849	9.766286	9.556046	9.769855	9.713173	10.827005	9.423156	9.786820	10.892045	9.832037	9.920431	10.983817	10.373423	10.481934	10.497065	10.285647	10.500002	10.287516	11.677474	11.198560	10.051160	9.576825	9.980178	9.486892	9.928491	9.654700	11.193408	11.288467	10.688566	10.377011	10.001916	9.805944	9.489406	11.293980	11.750865	11.501206	11.118098	10.914314	9.856772	9.971276	11.764313	10.428663	10.864501	9.924089	10.927517	11.839661	11.081592	10.588074	10.403811	9.582934	9.553863	10.105291	10.088461	10.029746	9.856070	9.895256	9.325053	11.469540	10.941068	9.741273	9.596917	9.796704	10.807368	10.896961	10.977674	10.415897	10.286653	10.968730	11.059638	10.946015	10.989244	11.532729	10.008209	9.987347	10.194185	10.100438	9.991051	10.012274	11.377370	10.563647	11.432519	11.123687	9.870288	9.880186	10.907176
13813_at	13813	Eomes		ENSMUSG00000032446	Mm.200692	NP_034266	GO:0001707|GO:0001824|GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0007275|GO:0030154	6.021786	6.295947	6.451067	6.269132	5.921978	5.969883	6.005543	5.969004	5.921575	5.638056	5.700977	5.796452	5.885777	6.033691	6.199461	6.110057	6.197025	6.488530	5.976892	6.359829	6.199772	6.912382	5.898242	6.865965	6.389709	6.140720	6.224281	6.075624	6.341899	6.124568	6.656674	6.090663	6.103272	6.601491	6.324542	6.261642	6.289404	6.174287	6.708571	6.075106	6.323933	6.299298	6.110083	6.171777	6.770007	5.810553	6.194272	5.987883	6.082670	6.241971	6.469917	6.057244	6.662390	6.468157	6.281631	6.076701	6.702541	6.598646	5.902860	6.718359	5.677960	5.840461	5.772213	6.003796	6.097459	5.972991	5.722584	5.864746	6.036463	6.183083	6.650343	6.024887	6.578836	6.122298	6.043932	6.021718	5.928361	5.604171	5.869656	6.117204	6.224410	6.028958	5.793485	6.058121	5.974839	5.975035	5.669675	5.708862	6.054068	5.842896	6.157886	5.570108	5.730840	6.073513	5.853512	6.194884	6.311132	6.127943	6.191862	6.565072	5.929993	6.253688	6.188258	6.253821	6.402925	6.012669	6.019853	6.272551	6.187004	5.766695	5.796906	5.994452	6.050934	6.110876	6.295047	6.292863	6.195408	6.416237	6.273224	5.781244	6.027958	6.476282	6.104871	6.397516	6.003112	5.804607	6.120920	6.289460	6.499307	6.034622	5.923736	5.868206	5.780144
13819_at	13819	Epas1		ENSMUSG00000024140	Mm.1415	NP_034267	GO:0000155|GO:0000160|GO:0001525|GO:0001666|GO:0001892|GO:0001974|GO:0002027|GO:0003677|GO:0003700|GO:0004871|GO:0005515|GO:0005634|GO:0005667|GO:0005737|GO:0006350|GO:0006355|GO:0006979|GO:0007005|GO:0007165|GO:0007275|GO:0007601|GO:0008134|GO:0030097|GO:0030154|GO:0030218|GO:0030324|GO:0030528|GO:0042415|GO:0043129|GO:0043619|GO:0045449|GO:0045944|GO:0046982|GO:0048469	7.036222	6.739183	6.727966	6.835908	6.763720	7.082364	7.001376	6.925946	7.025288	6.870680	6.391629	6.099366	6.558377	6.617322	6.292794	6.809311	9.768734	7.089107	7.423014	7.361245	7.158826	7.613080	7.665803	7.230335	6.802254	7.094686	6.485088	6.602859	6.947255	6.854253	7.150138	7.158107	6.765485	6.960310	6.753387	7.269243	6.878616	6.658189	7.100787	6.520837	6.833477	7.091506	7.154225	7.362958	7.198333	6.950878	6.587122	6.510215	6.929804	6.886454	6.739581	6.819344	7.262864	6.930515	7.121060	7.400350	6.952377	7.126748	7.419659	6.794326	7.922440	7.036519	7.573516	6.784542	7.235930	7.639317	6.233936	7.290333	7.784795	7.191519	7.066544	7.065851	7.022275	7.331551	6.665888	6.729671	6.816591	7.027012	6.980155	6.870629	7.190636	6.459970	6.225472	6.461627	6.782379	6.626103	12.551023	6.208257	6.805149	6.818596	6.856683	6.948142	6.337245	6.468209	6.578104	6.361450	6.786892	6.910403	7.150178	7.082476	6.811799	6.568457	7.059926	6.960896	7.219688	6.469011	6.862523	7.013268	7.090989	7.025573	6.287603	6.369837	6.682779	6.679473	6.475637	6.380505	6.432866	6.893667	6.949589	6.874663	6.980365	7.073131	7.336023	7.403432	6.954996	6.861000	6.726493	6.684694	6.685880	6.650498	7.420028	7.144689	6.232692
13857_at	13857	Epor		ENSMUSG00000006235	Mm.2653	NP_034279	GO:0004872|GO:0004888|GO:0004896|GO:0005515|GO:0005576|GO:0007165|GO:0007420|GO:0007507|GO:0009790|GO:0016020|GO:0016021|GO:0046697	6.721859	6.932745	6.884871	6.841440	6.657978	6.896945	6.682178	6.660924	6.957738	7.749703	6.670941	6.519768	6.735400	6.815221	6.567945	7.017969	7.314277	7.211148	6.922551	6.970180	6.974517	7.725441	7.205360	8.064203	7.129941	6.769717	6.963420	6.911718	6.908815	6.877622	7.320685	6.611896	7.044294	7.285721	7.035087	7.051008	6.911448	6.865868	7.346953	6.730637	6.841341	7.181073	6.765091	7.335241	7.342263	6.695368	6.939297	6.702388	6.800542	6.933141	7.134483	6.578398	7.247115	7.102236	7.563844	7.536438	7.310544	7.270522	7.553216	7.080891	6.858071	6.879887	6.694537	6.816677	6.935560	7.114265	6.718521	6.508251	6.610039	7.121806	7.022847	6.651451	7.186292	6.677529	6.803585	6.843295	6.847882	7.209729	7.000728	6.942958	6.937113	6.511475	6.302509	6.864830	6.500521	6.619845	6.437011	6.469761	6.727531	6.894694	6.902782	6.713208	6.337507	6.815236	6.819843	6.972708	6.861354	6.641894	6.863423	6.897610	6.731281	7.031426	6.638247	7.012682	6.814706	6.566850	6.845674	6.986276	7.103376	6.917760	6.656640	6.635581	6.822921	6.726524	6.511951	6.966676	6.890457	7.228492	6.882468	6.391161	7.629508	7.506437	7.410809	7.665722	6.957019	6.875885	6.830453	6.908455	6.795235	6.866248	7.197814	7.158877	6.531065
13864_at	13864	Nr2f6		ENSMUSG00000002393	Mm.28989|Mm.440170	NP_034280	GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005634|GO:0006350|GO:0006355|GO:0008270|GO:0043153|GO:0043565|GO:0046872|GO:0048666|GO:0050965	8.329634	8.253398	7.740396	8.035355	7.982695	8.261446	8.570485	8.491015	8.221409	8.196728	8.138100	7.863278	7.941812	8.413402	7.696473	7.765850	8.734534	8.090687	8.640194	8.190722	8.644478	8.266618	8.501268	8.403301	8.143993	7.861473	8.323690	8.316164	8.324649	8.043308	8.313141	7.459589	7.718355	8.485140	8.164346	7.760758	8.322259	8.292888	8.531369	8.157308	8.372109	8.147853	8.215877	8.799407	8.832479	8.656732	8.567038	8.403204	8.324075	8.146904	8.682288	8.247716	7.859164	7.433966	8.067211	8.623883	7.781921	8.233726	8.613703	7.403028	8.229284	8.214679	7.962496	8.345957	7.947912	7.908854	8.307884	7.532755	7.929695	8.153296	7.810313	7.946114	7.967613	8.090605	8.370828	8.101075	7.706045	8.310873	8.749743	8.246433	7.935043	8.097815	8.117184	8.075029	7.535441	7.635513	7.707799	8.316746	8.121769	8.131908	7.744148	8.222868	8.361537	7.877364	7.665894	7.808893	7.557920	7.925184	8.127269	7.892116	7.918562	7.854901	7.946529	8.260060	8.521516	8.220831	7.584555	7.870930	7.957311	8.412064	8.097937	8.025226	8.368024	8.122315	8.203083	8.264015	8.230273	7.862790	8.235552	8.076885	8.470502	8.115037	8.624970	8.075133	8.170754	8.196741	8.140415	7.747152	7.641285	7.925862	8.448549	8.310989	7.870464
13865_at	13865	Nr2f1		ENSMUSG00000069171	Mm.439653	NP_034281	GO:0000122|GO:0001764|GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005634|GO:0006350|GO:0006355|GO:0008270|GO:0030900|GO:0043565|GO:0046872	5.447626	5.760279	5.333354	5.227210	5.307120	5.255082	5.236496	5.024546	5.144860	4.742911	5.200255	4.962944	4.943367	5.307040	5.130628	5.455592	5.065211	5.860287	5.195337	5.345360	5.227930	5.659137	5.324216	6.271680	5.511155	5.247353	5.219156	5.422754	5.436114	5.240869	5.931507	5.303150	5.690346	5.376656	5.189177	5.398172	5.333872	5.454535	6.057642	5.007720	5.180727	5.572573	5.157427	5.485405	5.766656	5.000144	5.442796	5.065469	4.936371	5.109946	5.448608	5.221725	5.503414	5.517071	5.463207	5.094028	5.902742	5.701886	5.083370	5.651911	5.132008	5.167419	5.132484	5.264446	5.123768	5.113507	4.995568	5.165296	5.001885	5.562713	5.221421	5.073595	5.661081	5.262110	5.280669	5.375647	5.494174	4.948744	5.030680	5.207028	5.238425	5.180833	4.920828	5.413733	4.910207	5.237037	6.281826	4.893487	5.155235	5.255302	5.349904	4.916760	4.961133	5.227276	4.906259	5.290670	5.348636	5.183572	5.195066	5.365732	5.447284	5.341541	5.446890	5.628759	5.642864	5.657189	5.431282	5.647328	5.252196	5.170054	5.164646	5.118991	4.954975	5.269953	5.222404	5.630009	5.138869	5.397937	5.311144	5.282851	5.035880	5.117910	5.165316	5.158105	5.146686	5.216144	5.339838	5.045993	5.647177	5.415304	5.338275	5.014648	5.385001
13875_at	13875	Erf		ENSMUSG00000040857	Mm.8068	NP_034285	GO:0003677|GO:0003700|GO:0005634|GO:0006350|GO:0006355|GO:0043565	7.888318	7.846249	7.973060	8.033107	7.846811	8.042908	7.663054	7.764188	7.733421	7.403531	7.867032	7.676656	6.964533	7.901984	7.565104	6.917902	7.771531	7.995398	7.549655	8.018219	7.685661	7.817759	7.647802	7.998536	7.865416	7.354075	7.451232	7.169408	7.747241	7.660285	7.672204	7.302022	7.727724	7.615001	7.574023	7.075585	7.639483	7.948783	7.796319	8.055974	7.633665	7.782856	7.859873	7.463492	7.805370	7.534995	7.404017	7.243444	7.212352	7.467246	7.624184	7.216081	7.805731	7.308607	8.050568	7.388634	7.565634	7.709904	7.476390	7.316099	7.901631	7.972928	7.744196	7.740522	7.752769	8.029979	7.629900	7.320622	8.008456	7.845562	7.699338	7.870539	7.847985	7.814398	7.562632	7.669016	7.008985	7.506749	7.710089	7.954815	7.922558	8.011327	7.742968	7.981266	7.118572	7.098504	7.327126	7.487622	7.654099	7.513244	7.284135	7.225306	7.935043	7.790105	6.912266	7.349504	7.393473	7.588585	7.799506	7.552789	8.016918	7.098418	7.882018	8.133969	7.814941	7.845600	7.082764	7.519874	7.496306	7.482477	7.756570	7.649307	7.561914	8.081706	7.793435	7.951789	7.449220	7.534321	7.794822	7.770243	7.536768	7.618850	7.555124	7.772134	7.569635	7.624445	7.860584	7.511518	8.217153	7.455699	7.769529	7.513639	7.542805
13876_at	13876	Erg		ENSMUSG00000040732	Mm.164531	NP_598420	GO:0003677|GO:0003700|GO:0005515|GO:0005634|GO:0006350|GO:0006355|GO:0043565	6.089544	6.142977	6.376025	6.076500	6.053704	6.082141	5.968564	6.021096	5.962665	5.852799	6.277153	5.931186	5.891687	6.145202	6.245174	6.290503	6.092051	6.555082	6.020193	6.467805	6.126721	6.816207	6.167575	6.857235	6.419875	6.253208	6.041887	6.320167	6.561041	6.516992	6.346656	6.271048	6.105948	6.912798	6.362359	6.448917	6.393416	6.269185	6.665164	6.150107	6.022681	6.448186	6.161782	6.182256	6.645292	5.900101	6.356439	5.997659	6.002804	6.056573	6.293226	5.970110	6.541268	6.706549	6.325081	6.048951	6.812329	6.406603	5.973379	6.493146	5.979969	5.760838	6.017915	6.189619	6.138914	6.031542	6.052760	6.065300	6.294782	6.319947	6.485572	6.193983	6.492723	6.258760	6.230867	6.134047	6.085442	5.947646	5.921728	6.226234	6.084335	6.102601	6.145332	6.272987	6.005909	6.086887	9.790987	5.888868	6.039626	6.038783	6.223624	6.044823	5.939737	6.194918	5.936092	6.398398	6.418215	6.086993	6.336250	6.432942	6.239496	6.282845	6.088840	6.350567	6.423238	6.116021	6.294456	6.452062	6.198395	6.093795	5.988209	6.122670	6.171013	6.174112	6.276444	6.486513	6.138435	6.184153	6.148499	6.021745	6.238112	6.145618	6.065700	6.369661	5.916948	6.050656	6.465797	6.167304	6.757664	6.202944	5.955257	5.951559	5.836233
13982_at	13982	Esr1		ENSMUSG00000019768	Mm.463262|Mm.9213	NP_031982	GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005496|GO:0005515|GO:0005634|GO:0005737|GO:0006350|GO:0006355|GO:0008270|GO:0008289|GO:0016049|GO:0030528|GO:0043565|GO:0045839|GO:0046872	7.843287	7.846109	8.025167	7.582428	7.250803	8.382698	7.524190	7.275871	7.697580	7.918017	7.844672	8.450605	7.882704	8.139843	8.632065	8.089699	8.112277	8.573418	7.628281	7.787857	7.717524	8.416981	7.902651	8.319058	7.719026	7.859093	7.460678	7.439784	7.647232	7.408162	8.062228	7.927673	7.890786	7.899640	7.651133	7.962274	7.775924	7.634485	8.122489	8.239980	7.921911	8.207731	8.150687	7.937630	7.988442	7.437627	7.568224	7.269899	7.318283	7.384111	7.677123	7.279607	8.012706	8.400384	7.834126	7.971068	8.228699	7.942367	8.360236	8.296521	7.480202	7.352332	7.383264	7.254313	7.318552	7.472250	7.257564	7.311282	7.480339	7.524526	7.608081	7.449396	7.759775	7.457355	7.477029	7.676941	7.505198	7.822173	8.097955	8.129641	7.576054	7.638797	7.875093	8.143951	8.059273	7.927591	6.891092	7.265849	7.554552	7.531439	7.882093	7.758503	7.966390	8.449773	8.042449	7.735011	7.935337	7.640228	7.621095	7.630813	7.648561	7.400176	7.470614	8.280214	7.809524	7.869217	7.758552	7.858434	7.924450	7.815224	8.835747	8.603717	8.426982	8.363714	8.142905	8.560984	8.550029	8.516297	8.380309	7.464806	8.467554	8.173878	7.695372	7.686300	7.596230	7.658560	7.883918	7.681631	7.802243	7.883156	8.262583	8.099330	8.809361
13983_at	13983	Esr2		ENSMUSG00000021055	Mm.2561	NP_034287|NP_997590	GO:0001764|GO:0003677|GO:0003700|GO:0003707|GO:0004872|GO:0004879|GO:0005496|GO:0005634|GO:0005739|GO:0006350|GO:0006355|GO:0007420|GO:0008270|GO:0008289|GO:0043565|GO:0046872	5.788732	5.905415	6.142953	5.744938	5.667368	5.900247	5.906393	5.660624	5.810249	5.298250	5.668278	5.510817	5.520630	5.745882	5.751042	5.820767	5.821741	6.295356	5.871323	6.024309	6.006786	6.628421	5.827874	6.567937	6.107824	6.021298	5.885175	5.765119	6.369183	5.858097	6.137249	5.925527	6.051868	6.295057	6.018604	6.149578	6.038934	6.042247	6.538597	5.915942	5.881806	6.121773	5.818051	5.881534	6.292338	5.666714	5.849008	5.814725	5.897960	5.826725	6.110244	5.802238	6.010783	6.008531	5.901497	5.789076	6.148579	6.036809	5.719506	6.094038	5.403964	5.511743	5.556585	5.806891	5.585788	5.736569	5.622164	5.553656	5.592869	5.959899	6.045344	5.737121	6.028427	5.831818	5.775986	5.741657	5.697333	5.491931	5.583820	5.819338	5.830087	5.756703	5.616392	5.850565	5.785106	5.636170	5.778741	5.405379	5.879721	5.780922	5.984493	5.499657	5.678152	5.891295	5.635197	5.749160	5.945775	5.785429	5.924721	6.152883	5.864353	5.877917	5.947713	5.909492	6.222881	5.759355	5.953782	5.999269	5.760722	5.554942	5.521614	5.654006	5.509982	5.813089	5.711612	6.212468	5.891633	6.256159	5.851134	5.652808	5.783402	5.920940	5.949436	6.176280	5.786536	5.682675	5.938561	5.816422	6.243799	5.793372	5.533333	5.499354	5.413004
14008_at	14008	Etv2		ENSMUSG00000006311	Mm.4829	NP_031985	GO:0003677|GO:0003700|GO:0005634|GO:0006355|GO:0043565	6.736879	6.810781	7.055810	6.746724	6.562763	6.556339	6.794136	6.580618	6.638373	6.252077	6.433813	6.362887	6.680908	6.709414	6.664818	6.873618	6.849593	7.070789	6.761955	6.795007	6.694473	7.255910	6.581576	7.332004	7.094843	6.995165	6.889781	6.937306	6.935448	6.588127	6.932560	6.751339	6.987281	7.127343	7.023074	7.080245	6.707505	6.884255	7.609649	6.623534	6.869072	7.140436	6.740222	6.914931	7.122458	6.534693	6.888000	6.689227	6.695378	6.870939	7.014619	6.873216	6.885493	7.027283	6.767481	6.713178	7.251956	7.045354	6.470370	7.055281	6.487415	6.660528	6.389574	6.745332	6.894666	6.460213	6.533460	6.514497	6.253119	7.017049	6.958681	6.346984	6.936879	6.645359	6.618567	6.852622	6.702420	6.476935	6.528589	6.720602	6.806130	6.405849	6.959248	6.808604	6.841052	6.664072	5.968707	6.386128	6.801465	6.605199	6.843494	6.434532	6.443430	6.665835	6.794543	6.634484	6.762309	6.516604	6.615489	6.927972	6.574261	6.775279	6.827835	6.867014	7.028295	6.966558	6.709576	6.645041	6.761545	6.575574	6.737168	6.803136	6.930692	6.250599	6.857270	6.820779	6.947476	7.150132	6.938665	6.420763	6.750962	6.853956	6.599347	6.837928	6.585961	6.551981	6.750856	6.646721	6.721580	6.652894	6.676380	6.590257	6.476078
